Description,Acronym,Length,ID,die
"NM_001350253.1 Homo sapiens tRNA methyltransferase 5 (TRMT5), transcript variant 1, mRNA",TRMT5,5854,NM_001350253.1,no
"NM_014396.4 Homo sapiens VPS41 subunit of HOPS complex (VPS41), transcript variant 1, mRNA",VPS41,5854,NM_014396.4,no
"NM_001347982.1 Homo sapiens PHD finger protein 24 (PHF24), transcript variant 5, mRNA",PHF24,5854,NM_001347982.1,no
"NM_025000.4 Homo sapiens DDB1 and CUL4 associated factor 17 (DCAF17), transcript variant 1, mRNA",DCAF17,5853,NM_025000.4,no
"NM_032435.3 Homo sapiens mitogen-activated protein kinase kinase kinase 21 (MAP3K21), mRNA",MAP3K21,5853,NM_032435.3,no
"NM_020734.4 Homo sapiens ribosomal modification protein rimK like family member B (RIMKLB), transcript variant 1, mRNA",RIMKLB,5852,NM_020734.4,no
"NM_001320900.2 Homo sapiens fragile histidine triad diadenosine triphosphatase (FHIT), transcript variant 4, mRNA",FHIT,5851,NM_001320900.2,no
"NM_001324321.1 Homo sapiens microtubule associated serine/threonine kinase 2 (MAST2), transcript variant 4, mRNA",MAST2,5851,NM_001324321.1,no
"NM_001282755.1 Homo sapiens metastasis associated 1 family member 3 (MTA3), transcript variant 1, mRNA",MTA3,5849,NM_001282755.1,no
"NM_001204410.2 Homo sapiens SEC14 like lipid binding 1 (SEC14L1), transcript variant 7, mRNA",SEC14L1,5849,NM_001204410.2,no
"NM_002253.3 Homo sapiens kinase insert domain receptor (KDR), mRNA",KDR,5849,NM_002253.3,no
"NR_146578.1 Homo sapiens family with sequence similarity 239 member B (FAM239B), transcript variant 1, non-coding RNA",FAM239B,5849,NR_146578.1,no
"NM_001609.4 Homo sapiens acyl-CoA dehydrogenase short/branched chain (ACADSB), transcript variant 1, mRNA",ACADSB,5848,NM_001609.4,no
"NM_001114091.4 Homo sapiens cell division cycle 27 (CDC27), transcript variant 1, mRNA",CDC27,5848,NM_001114091.4,no
"NM_001354461.2 Homo sapiens solute carrier family 4 member 10 (SLC4A10), transcript variant 19, mRNA",SLC4A10,5848,NM_001354461.2,no
"NM_001272046.2 Homo sapiens von Willebrand factor A domain containing 2 (VWA2), transcript variant 1, mRNA",VWA2,5846,NM_001272046.2,no
"NM_001142397.2 Homo sapiens cap binding complex dependent translation initiation factor (CTIF), transcript variant 2, mRNA",CTIF,5845,NM_001142397.2,no
"NM_030891.6 Homo sapiens leucine rich repeat containing 3 (LRRC3), mRNA",LRRC3,5845,NM_030891.6,no
"NM_033343.4 Homo sapiens LIM homeobox 4 (LHX4), mRNA",LHX4,5844,NM_033343.4,no
"NM_001377220.1 Homo sapiens plakophilin 4 (PKP4), transcript variant 8, mRNA",PKP4,5842,NM_001377220.1,no
"NM_003392.5 Homo sapiens Wnt family member 5A (WNT5A), transcript variant 1, mRNA",WNT5A,5841,NM_003392.5,no
"NM_001102420.3 Homo sapiens zinc finger AN1-type containing 5 (ZFAND5), transcript variant a, mRNA",ZFAND5,5841,NM_001102420.3,no
"NM_018396.3 Homo sapiens methyltransferase like 2B (METTL2B), mRNA",METTL2B,5841,NM_018396.3,no
"NM_012471.2 Homo sapiens transient receptor potential cation channel subfamily C member 5 (TRPC5), mRNA",TRPC5,5840,NM_012471.2,no
"NM_020764.4 Homo sapiens CASK interacting protein 1 (CASKIN1), mRNA",CASKIN1,5839,NM_020764.4,no
"NM_001172648.4 Homo sapiens CUGBP Elav-like family member 3 (CELF3), transcript variant 2, mRNA",CELF3,5839,NM_001172648.4,no
"NM_001122772.2 Homo sapiens ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 (AGAP2), transcript variant 1, mRNA",AGAP2,5838,NM_001122772.2,no
"NM_001326358.2 Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif 18 (ADAMTS18), transcript variant 3, mRNA",ADAMTS18,5837,NM_001326358.2,no
"NR_024376.1 Homo sapiens family with sequence similarity 225 member B (FAM225B), long non-coding RNA",FAM225B,5836,NR_024376.1,no
"NM_000601.6 Homo sapiens hepatocyte growth factor (HGF), transcript variant 1, mRNA",HGF,5834,NM_000601.6,no
"NM_173658.4 Homo sapiens zinc finger protein 660 (ZNF660), mRNA",ZNF660,5834,NM_173658.4,no
"NM_001001935.3 Homo sapiens ATP synthase F1 subunit alpha (ATP5F1A), transcript variant 4, mRNA",ATP5F1A,5834,NM_001001935.3,no
"NM_182925.5 Homo sapiens fms related receptor tyrosine kinase 4 (FLT4), transcript variant 1, mRNA",FLT4,5833,NM_182925.5,no
"NM_001304335.2 Homo sapiens zinc finger protein 773 (ZNF773), transcript variant 3, mRNA",ZNF773,5833,NM_001304335.2,no
"NM_001371765.1 Homo sapiens copper metabolism domain containing 1 (COMMD1), transcript variant 4, mRNA",COMMD1,5832,NM_001371765.1,no
"NM_003470.3 Homo sapiens ubiquitin specific peptidase 7 (USP7), transcript variant 1, mRNA",USP7,5831,NM_003470.3,no
"NM_001287439.2 Homo sapiens jade family PHD finger 1 (JADE1), transcript variant 4, mRNA",JADE1,5831,NM_001287439.2,no
"NM_001349740.2 Homo sapiens solute carrier family 36 member 1 (SLC36A1), transcript variant 4, mRNA",SLC36A1,5831,NM_001349740.2,no
"NM_153207.5 Homo sapiens AE binding protein 2 (AEBP2), transcript variant 1, mRNA",AEBP2,5830,NM_153207.5,no
"NM_014293.4 Homo sapiens neuronal pentraxin receptor (NPTXR), mRNA",NPTXR,5830,NM_014293.4,no
"NM_012281.3 Homo sapiens potassium voltage-gated channel subfamily D member 2 (KCND2), mRNA",KCND2,5830,NM_012281.3,no
"NM_001303013.1 Homo sapiens phospholipase C eta 2 (PLCH2), transcript variant 3, mRNA",PLCH2,5829,NM_001303013.1,no
"NM_001256877.2 Homo sapiens KN motif and ankyrin repeat domains 1 (KANK1), transcript variant 4, mRNA",KANK1,5828,NM_001256877.2,no
"NM_015253.1 Homo sapiens WSC domain containing 1 (WSCD1), mRNA",WSCD1,5827,NM_015253.1,no
"NM_001037954.4 Homo sapiens DIX domain containing 1 (DIXDC1), transcript variant 1, mRNA",DIXDC1,5826,NM_001037954.4,no
"NM_012081.6 Homo sapiens elongation factor for RNA polymerase II 2 (ELL2), mRNA",ELL2,5826,NM_012081.6,no
"NM_005763.4 Homo sapiens aminoadipate-semialdehyde synthase (AASS), mRNA",AASS,5825,NM_005763.4,no
"NM_021646.4 Homo sapiens zinc finger protein 500 (ZNF500), transcript variant 1, mRNA",ZNF500,5824,NM_021646.4,no
"NM_001323282.2 Homo sapiens RB transcriptional corepressor like 1 (RBL1), transcript variant 4, mRNA",RBL1,5824,NM_001323282.2,no
"NM_181646.5 Homo sapiens zinc finger protein 804B (ZNF804B), mRNA",ZNF804B,5823,NM_181646.5,no
"NR_137637.1 Homo sapiens endoplasmic reticulum aminopeptidase 2 (ERAP2), transcript variant 5, non-coding RNA",ERAP2,5823,NR_137637.1,no
"NM_001254748.1 Homo sapiens regulator of G protein signaling 5 (RGS5), transcript variant 3, mRNA",RGS5,5822,NM_001254748.1,no
"NM_001350332.2 Homo sapiens target of myb1 like 2 membrane trafficking protein (TOM1L2), transcript variant 9, mRNA",TOM1L2,5822,NM_001350332.2,no
"NM_000564.4 Homo sapiens interleukin 5 receptor subunit alpha (IL5RA), transcript variant 1, mRNA",IL5RA,5821,NM_000564.4,no
"NM_172127.2 Homo sapiens calcium/calmodulin dependent protein kinase II delta (CAMK2D), transcript variant 1, mRNA",CAMK2D,5820,NM_172127.2,no
"NM_033396.3 Homo sapiens tankyrase 1 binding protein 1 (TNKS1BP1), mRNA",TNKS1BP1,5820,NM_033396.3,no
"NM_004713.6 Homo sapiens nuclear export mediator factor (NEMF), transcript variant 1, mRNA",NEMF,5819,NM_004713.6,no
"NM_007288.3 Homo sapiens membrane metalloendopeptidase (MME), transcript variant 2a, mRNA",MME,5818,NM_007288.3,no
"NM_005647.4 Homo sapiens transducin beta like 1 X-linked (TBL1X), transcript variant 1, mRNA",TBL1X,5818,NM_005647.4,no
"NM_014774.3 Homo sapiens EF-hand calcium binding domain 14 (EFCAB14), mRNA",EFCAB14,5817,NM_014774.3,no
"NM_207355.5 Homo sapiens POTE ankyrin domain family member B3 (POTEB3), transcript variant 1, mRNA",POTEB3,5816,NM_207355.5,no
"NM_000210.4 Homo sapiens integrin subunit alpha 6 (ITGA6), transcript variant 2, mRNA",ITGA6,5816,NM_000210.4,no
"NM_014619.5 Homo sapiens glutamate ionotropic receptor kainate type subunit 4 (GRIK4), transcript variant 2, mRNA",GRIK4,5815,NM_014619.5,no
"NM_019114.4 Homo sapiens erythrocyte membrane protein band 4.1 like 4B (EPB41L4B), transcript variant 2, mRNA",EPB41L4B,5814,NM_019114.4,no
"NM_032976.3 Homo sapiens caspase 10 (CASP10), transcript variant 4, mRNA",CASP10,5814,NM_032976.3,no
"NR_149032.1 Homo sapiens uncharacterized LOC100507516 (LOC100507516), long non-coding RNA",LOC100507516,5813,NR_149032.1,no
"NM_014940.4 Homo sapiens MON1 homolog B, secretory trafficking associated (MON1B), transcript variant 1, mRNA",MON1B,5813,NM_014940.4,no
"NM_001290254.2 Homo sapiens family with sequence similarity 71 member F2 (FAM71F2), transcript variant 3, mRNA",FAM71F2,5813,NM_001290254.2,no
"NM_006851.3 Homo sapiens GLI pathogenesis related 1 (GLIPR1), mRNA",GLIPR1,5812,NM_006851.3,no
"NR_003572.2 Homo sapiens ribosomal protein L23a pseudogene 53 (RPL23AP53), non-coding RNA",RPL23AP53,5811,NR_003572.2,no
"NM_001365700.2 Homo sapiens leucine rich repeats and guanylate kinase domain containing (LRGUK), transcript variant 1, mRNA",LRGUK,5811,NM_001365700.2,no
"NR_104168.2 Homo sapiens NADH:ubiquinone oxidoreductase subunit A5 (NDUFA5), transcript variant 6, non-coding RNA",NDUFA5,5811,NR_104168.2,no
"NM_194247.3 Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), transcript variant 1, mRNA",HNRNPA3,5810,NM_194247.3,no
"NM_004187.5 Homo sapiens lysine demethylase 5C (KDM5C), transcript variant 1, mRNA",KDM5C,5810,NM_004187.5,no
"NM_206866.3 Homo sapiens BTB domain and CNC homolog 1 (BACH1), transcript variant 1, mRNA",BACH1,5810,NM_206866.3,no
"NM_001098672.2 Homo sapiens hephaestin like 1 (HEPHL1), mRNA",HEPHL1,5809,NM_001098672.2,no
"NM_006633.4 Homo sapiens IQ motif containing GTPase activating protein 2 (IQGAP2), transcript variant 1, mRNA",IQGAP2,5808,NM_006633.4,no
"NM_000392.5 Homo sapiens ATP binding cassette subfamily C member 2 (ABCC2), mRNA",ABCC2,5806,NM_000392.5,no
"NM_001304438.2 Homo sapiens transmembrane protein 132E (TMEM132E), mRNA",TMEM132E,5806,NM_001304438.2,no
"NM_015147.3 Homo sapiens centrosomal protein 68 (CEP68), transcript variant 1, mRNA",CEP68,5803,NM_015147.3,no
"NR_024366.1 Homo sapiens family with sequence similarity 225 member A (FAM225A), long non-coding RNA",FAM225A,5802,NR_024366.1,yes
"NM_012125.4 Homo sapiens cholinergic receptor muscarinic 5 (CHRM5), transcript variant 1, mRNA",CHRM5,5802,NM_012125.4,no
"NM_001346.3 Homo sapiens diacylglycerol kinase gamma (DGKG), transcript variant 1, mRNA",DGKG,5802,NM_001346.3,no
"NM_001128633.1 Homo sapiens RIMS binding protein 3C (RIMBP3C), mRNA",RIMBP3C,5802,NM_001128633.1,yes
"NM_032333.5 Homo sapiens peroxiredoxin like 2A (PRXL2A), transcript variant 1, mRNA",PRXL2A,5801,NM_032333.5,no
"NM_181725.4 Homo sapiens methyltransferase like 2A (METTL2A), mRNA",METTL2A,5799,NM_181725.4,yes
"NM_006133.3 Homo sapiens diacylglycerol lipase alpha (DAGLA), mRNA",DAGLA,5799,NM_006133.3,no
"NM_004272.5 Homo sapiens homer scaffold protein 1 (HOMER1), transcript variant 1, mRNA",HOMER1,5798,NM_004272.5,no
"NM_001271769.2 Homo sapiens adaptor related protein complex 3 subunit beta 1 (AP3B1), transcript variant 2, mRNA",AP3B1,5796,NM_001271769.2,no
"NM_001300946.2 Homo sapiens GATA zinc finger domain containing 2A (GATAD2A), transcript variant 1, mRNA",GATAD2A,5794,NM_001300946.2,no
"NM_001293640.2 Homo sapiens WASH complex subunit 4 (WASHC4), transcript variant 1, mRNA",WASHC4,5794,NM_001293640.2,no
"NM_001376223.1 Homo sapiens zinc finger protein 587B (ZNF587B), transcript variant 1, mRNA",ZNF587B,5794,NM_001376223.1,no
"NM_001029997.4 Homo sapiens zinc finger protein 181 (ZNF181), transcript variant 1, mRNA",ZNF181,5792,NM_001029997.4,no
"NM_006505.5 Homo sapiens PVR cell adhesion molecule (PVR), transcript variant 1, mRNA",PVR,5792,NM_006505.5,no
"NM_002508.3 Homo sapiens nidogen 1 (NID1), mRNA",NID1,5792,NM_002508.3,no
"NM_000901.5 Homo sapiens nuclear receptor subfamily 3 group C member 2 (NR3C2), transcript variant 1, mRNA",NR3C2,5792,NM_000901.5,no
"NM_001503.4 Homo sapiens glycosylphosphatidylinositol specific phospholipase D1 (GPLD1), mRNA",GPLD1,5790,NM_001503.4,no
"NM_001314007.2 Homo sapiens diaphanous related formin 1 (DIAPH1), transcript variant 3, mRNA",DIAPH1,5788,NM_001314007.2,no
"NM_001371414.1 Homo sapiens solute carrier family 19 member 3 (SLC19A3), transcript variant 5, mRNA",SLC19A3,5788,NM_001371414.1,no
"NR_164683.1 Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 (SMARCA4), transcript variant 9, non-coding RNA",SMARCA4,5788,NR_164683.1,no
"NR_135622.2 Homo sapiens ALS2 C-terminal like (ALS2CL), transcript variant 5, non-coding RNA",ALS2CL,5787,NR_135622.2,no
"NR_135821.2 Homo sapiens carbonic anhydrase 8 (CA8), transcript variant 5, non-coding RNA",CA8,5785,NR_135821.2,no
"NR_024278.1 Homo sapiens uncharacterized LOC646762 (LOC646762), long non-coding RNA",LOC646762,5784,NR_024278.1,no
"NM_001510.4 Homo sapiens glutamate ionotropic receptor delta type subunit 2 (GRID2), transcript variant 1, mRNA",GRID2,5783,NM_001510.4,no
"NM_002015.4 Homo sapiens forkhead box O1 (FOXO1), mRNA",FOXO1,5779,NM_002015.4,no
"NM_004984.4 Homo sapiens kinesin family member 5A (KIF5A), transcript variant 1, mRNA",KIF5A,5779,NM_004984.4,no
"NM_003901.4 Homo sapiens sphingosine-1-phosphate lyase 1 (SGPL1), mRNA",SGPL1,5778,NM_003901.4,no
"NM_207111.4 Homo sapiens ring finger protein 216 (RNF216), transcript variant 1, mRNA",RNF216,5777,NM_207111.4,no
"NM_001308097.1 Homo sapiens G2/M-phase specific E3 ubiquitin protein ligase (G2E3), transcript variant 2, mRNA",G2E3,5777,NM_001308097.1,no
"NM_001003760.5 Homo sapiens kelch like family member 31 (KLHL31), mRNA",KLHL31,5776,NM_001003760.5,no
"NM_053023.5 Homo sapiens ZFP91 zinc finger protein (ZFP91), transcript variant 1, mRNA",ZFP91,5776,NM_053023.5,no
"NM_173666.4 Homo sapiens DTW domain containing 2 (DTWD2), transcript variant 1, mRNA",DTWD2,5776,NM_173666.4,no
"NM_183004.5 Homo sapiens eukaryotic translation initiation factor 5 (EIF5), transcript variant 2, mRNA",EIF5,5775,NM_183004.5,no
"NM_001324446.2 Homo sapiens adenosine deaminase tRNA specific 1 (ADAT1), transcript variant 4, mRNA",ADAT1,5775,NM_001324446.2,no
"NM_020940.4 Homo sapiens family with sequence similarity 160 member B1 (FAM160B1), transcript variant 1, mRNA",FAM160B1,5774,NM_020940.4,no
"NM_002226.5 Homo sapiens jagged canonical Notch ligand 2 (JAG2), transcript variant 1, mRNA",JAG2,5773,NM_002226.5,no
"NM_001353837.1 Homo sapiens ring finger protein 19A, RBR E3 ubiquitin protein ligase (RNF19A), transcript variant 4, mRNA",RNF19A,5773,NM_001353837.1,no
"NM_173487.3 Homo sapiens chromosome 4 open reading frame 33 (C4orf33), transcript variant 1, mRNA",C4orf33,5772,NM_173487.3,no
"NM_001362923.2 Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 4, mRNA",TPST2,5772,NM_001362923.2,no
"NM_001256648.2 Homo sapiens zinc finger protein 43 (ZNF43), transcript variant 1, mRNA",ZNF43,5771,NM_001256648.2,no
"NM_024953.4 Homo sapiens N-alpha-acetyltransferase 25, NatB auxiliary subunit (NAA25), mRNA",NAA25,5771,NM_024953.4,no
"NM_024919.6 Homo sapiens FERM domain containing 1 (FRMD1), transcript variant 1, mRNA",FRMD1,5770,NM_024919.6,no
"NM_002725.4 Homo sapiens proline and arginine rich end leucine rich repeat protein (PRELP), transcript variant 1, mRNA",PRELP,5769,NM_002725.4,no
"NM_138287.3 Homo sapiens deltex E3 ubiquitin ligase 3L (DTX3L), mRNA",DTX3L,5768,NM_138287.3,no
"NM_019008.5 Homo sapiens mitochondrial elongation factor 1 (MIEF1), transcript variant 1, mRNA",MIEF1,5767,NM_019008.5,no
"NM_001330718.2 Homo sapiens terminal uridylyl transferase 7 (TUT7), transcript variant 4, mRNA",TUT7,5766,NM_001330718.2,no
"NM_001306147.2 Homo sapiens septin 11 (SEPTIN11), transcript variant 1, mRNA",SEPTIN11,5765,NM_001306147.2,no
"NM_019117.5 Homo sapiens kelch like family member 4 (KLHL4), transcript variant 1, mRNA",KLHL4,5765,NM_019117.5,no
"NM_000565.4 Homo sapiens interleukin 6 receptor (IL6R), transcript variant 1, mRNA",IL6R,5764,NM_000565.4,no
"NR_038253.1 Homo sapiens OTU deubiquitinase 7A pseudogene (LOC100288637), transcript variant 1, non-coding RNA",LOC100288637,5762,NR_038253.1,no
"NM_004727.3 Homo sapiens solute carrier family 24 member 1 (SLC24A1), transcript variant 1, mRNA",SLC24A1,5762,NM_004727.3,no
"NM_018226.6 Homo sapiens arginyl aminopeptidase like 1 (RNPEPL1), mRNA",RNPEPL1,5761,NM_018226.6,no
"NM_001098518.2 Homo sapiens adhesion G protein-coupled receptor F5 (ADGRF5), transcript variant 2, mRNA",ADGRF5,5761,NM_001098518.2,no
"NM_007027.4 Homo sapiens DNA topoisomerase II binding protein 1 (TOPBP1), transcript variant 1, mRNA",TOPBP1,5761,NM_007027.4,no
"NM_152793.3 Homo sapiens maturin, neural progenitor differentiation regulator homolog (MTURN), mRNA",MTURN,5761,NM_152793.3,no
"NM_152372.4 Homo sapiens myomesin 3 (MYOM3), mRNA",MYOM3,5760,NM_152372.4,no
"NM_001369679.1 Homo sapiens ribosomal protein S6 kinase B1 (RPS6KB1), transcript variant 15, mRNA",RPS6KB1,5760,NM_001369679.1,no
"NM_001174064.2 Homo sapiens fibroblast growth factor receptor 1 (FGFR1), transcript variant 11, mRNA",FGFR1,5759,NM_001174064.2,no
"NM_014661.4 Homo sapiens family with sequence similarity 53 member B (FAM53B), mRNA",FAM53B,5759,NM_014661.4,no
"NM_024341.3 Homo sapiens zinc finger protein 557 (ZNF557), transcript variant 1, mRNA",ZNF557,5759,NM_024341.3,no
"NR_103834.2 Homo sapiens sterol regulatory element binding transcription factor 2 (SREBF2), transcript variant 2, non-coding RNA",SREBF2,5757,NR_103834.2,no
"NM_001083619.1 Homo sapiens glutamate ionotropic receptor AMPA type subunit 2 (GRIA2), transcript variant 2, mRNA",GRIA2,5755,NM_001083619.1,no
"NM_014719.3 Homo sapiens TRPM8 channel associated factor 1 (TCAF1), transcript variant 1, mRNA",TCAF1,5754,NM_014719.3,no
"NM_015157.4 Homo sapiens pleckstrin homology like domain family B member 1 (PHLDB1), transcript variant 1, mRNA",PHLDB1,5754,NM_015157.4,no
"NR_136326.2 Homo sapiens PNN interacting serine and arginine rich protein (PNISR), transcript variant 15, non-coding RNA",PNISR,5753,NR_136326.2,no
"NR_073520.2 Homo sapiens thymidine kinase 2 (TK2), transcript variant 7, non-coding RNA",TK2,5752,NR_073520.2,no
"NM_017542.5 Homo sapiens pogo transposable element derived with KRAB domain (POGK), transcript variant 1, mRNA",POGK,5751,NM_017542.5,no
"NM_015156.4 Homo sapiens REST corepressor 1 (RCOR1), mRNA",RCOR1,5751,NM_015156.4,no
"NR_033328.2 Homo sapiens kelch like family member 7 (KLHL7), transcript variant 4, non-coding RNA",KLHL7,5750,NR_033328.2,no
"NM_005400.3 Homo sapiens protein kinase C epsilon (PRKCE), mRNA",PRKCE,5749,NM_005400.3,no
"NM_001330309.1 Homo sapiens cAMP regulated phosphoprotein 19 (ARPP19), transcript variant 5, mRNA",ARPP19,5748,NM_001330309.1,no
"NM_014757.5 Homo sapiens mastermind like transcriptional coactivator 1 (MAML1), mRNA",MAML1,5748,NM_014757.5,no
"NM_001136022.2 Homo sapiens nuclear factor of activated T cells 4 (NFATC4), transcript variant 1, mRNA",NFATC4,5747,NM_001136022.2,no
"NM_001018072.2 Homo sapiens BTB domain containing 11 (BTBD11), transcript variant a, mRNA",BTBD11,5746,NM_001018072.2,no
"NR_147239.2 Homo sapiens cell division cycle 14B (CDC14B), transcript variant 8, non-coding RNA",CDC14B,5746,NR_147239.2,no
"NM_020429.3 Homo sapiens SMAD specific E3 ubiquitin protein ligase 1 (SMURF1), transcript variant 1, mRNA",SMURF1,5746,NM_020429.3,no
"NM_005078.4 Homo sapiens TLE family member 3, transcriptional corepressor (TLE3), transcript variant 1, mRNA",TLE3,5745,NM_005078.4,no
"NM_005082.5 Homo sapiens tripartite motif containing 25 (TRIM25), mRNA",TRIM25,5745,NM_005082.5,no
"NM_152275.4 Homo sapiens tetratricopeptide repeat domain 30A (TTC30A), mRNA",TTC30A,5744,NM_152275.4,no
"NM_001372165.1 Homo sapiens proline rich and Gla domain 3 (PRRG3), transcript variant 4, mRNA",PRRG3,5744,NM_001372165.1,no
"NM_207360.3 Homo sapiens zinc finger CCCH-type containing 12D (ZC3H12D), mRNA",ZC3H12D,5744,NM_207360.3,no
"NM_001101426.4 Homo sapiens CDP-L-ribitol pyrophosphorylase A (CRPPA), transcript variant 1, mRNA",CRPPA,5742,NM_001101426.4,no
"NM_015711.3 Homo sapiens BRD4 interacting chromatin remodeling complex associated protein (BICRA), mRNA",BICRA,5741,NM_015711.3,no
"NM_001080512.3 Homo sapiens BicC family RNA binding protein 1 (BICC1), mRNA",BICC1,5741,NM_001080512.3,no
"NM_001257998.1 Homo sapiens VPS50 subunit of EARP/GARPII complex (VPS50), transcript variant 3, mRNA",VPS50,5741,NM_001257998.1,no
"NM_015904.4 Homo sapiens eukaryotic translation initiation factor 5B (EIF5B), mRNA",EIF5B,5741,NM_015904.4,no
"NM_018847.4 Homo sapiens kelch like family member 9 (KLHL9), mRNA",KLHL9,5740,NM_018847.4,no
