ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
NC_008552.1,Narcissus symptomless virus,ss-RNA,linear,"Narcissus symptomless virus, complete genome",ssRNA(+),8281,no
NC_008558.1,Blackberry virus Y,ss-RNA,linear,"Blackberry virus Y, complete genome",ssRNA(+),10851,no
NC_008580.1,Rabbit vesivirus,ss-RNA,linear,"Rabbit vesivirus, complete genome",ssRNA(+),8380,no
NC_008585.1,Raspberry leaf mottle virus,RNA,linear,"Raspberry mottle virus isolate HCRL Glen Clova, complete genome",ssRNA(+),17481,no
NC_008614.1,Cucumber mottle virus,RNA,linear,"Cucumber mottle virus, complete genome",ssRNA(+),6485,no
NC_008706.1,Strawberry necrotic shock virus,RNA,linear,"Strawberry necrotic shock virus RNA 3, complete genome",ssRNA(+),2245,no
NC_008714.1,Possum enterovirus W1,ss-RNA,linear,"Possum enterovirus W1, complete genome",ssRNA(+),7390,no
NC_008716.1,Maracuja mosaic virus,RNA,linear,"Maracuja mosaic virus, complete genome",ssRNA(+),6794,no
NC_008824.1,Narcissus degeneration virus,ss-RNA,linear,"Narcissus degeneration virus, complete genome",ssRNA(+),9816,no
NC_009017.1,Nootka lupine vein clearing virus,RNA,linear,"Nootka lupine vein-clearing virus, complete genome",ssRNA(+),4172,no
NC_009021.1,Rousettus bat coronavirus HKU9,ss-RNA,linear,"Bat coronavirus HKU9-1, complete genome",ssRNA(+),29114,no
NC_009026.2,Aroa virus,ss-RNA,linear,"Bussuquara virus, complete genome",ssRNA(+),10815,no
NC_009041.1,Rehmannia mosaic virus,RNA,linear,"Rehmannia mosaic virus, complete genome",ssRNA(+),6395,no
NC_009087.2,Chrysanthemum virus B,RNA,linear,"Chrysanthemum virus B, complete genome",ssRNA(+),8855,no
NC_009383.1,Phlox virus S,ss-RNA,linear,"Phlox virus S, complete genome",ssRNA(+),8590,no
NC_009448.2,Saffold virus,ss-RNA,linear,"Saffold virus, complete genome",ssRNA(+),8115,no
NC_009532.1,Okra mosaic virus,ss-RNA,linear,"Okra mosaic virus, complete genome",ssRNA(+),6223,no
NC_009533.1,Maize white line mosaic virus,RNA,linear,"Maize white line mosaic virus, complete genome",ssRNA(+),4293,no
NC_009536.1,Citrus variegation virus,RNA,linear,"Citrus variegation virus RNA 3, complete genome",ssRNA(+),2309,no
NC_009642.1,Bell pepper mottle virus,ss-RNA,linear,"Bell pepper mottle tobamovirus, complete genome",ssRNA(+),6375,no
NC_009657.1,Scotophilus bat coronavirus 512,RNA,linear,"Scotophilus bat coronavirus 512, complete genome",ssRNA(+),28203,no
NC_009745.1,Banana bract mosaic virus,ss-RNA,linear,"Banana bract mosaic virus, complete genome",ssRNA(+),9711,no
NC_009757.1,Marine RNA virus JP-A,RNA,linear,"Marine RNA virus JP-A, complete genome",ssRNA(+),9236,no
NC_009758.1,Marine RNA virus JP-B,RNA,linear,"Marine RNA virus JP-B, complete genome",ssRNA(+),8926,no
NC_009764.1,Coleus vein necrosis virus,RNA,linear,"Coleus vein necrosis virus, complete genome",ssRNA(+),8727,no
NC_009805.1,Wheat eqlid mosaic virus,RNA,linear,"Wheat eqlid mosaic virus, complete genome",ssRNA(+),9636,no
NC_009891.1,Seal picornavirus type 1,RNA,linear,"Seal picornavirus type 1, complete genome",ssRNA(+),6718,no
NC_009988.1,Rhinolophus bat coronavirus HKU2,ss-RNA,linear,"Bat coronavirus HKU2, complete genome",ssRNA(+),27165,yes
NC_009991.1,Phlox virus B,RNA,linear,"Phlox Virus B, complete genome",ssRNA(+),9058,no
NC_010295.1,Phaius virus X,RNA,linear,"Phaius virus X, complete genome",ssRNA(+),5816,no
NC_010305.1,Ligustrum necrotic ringspot virus,ss-RNA,linear,"Ligustrum necrotic ringspot virus, complete genome",ssRNA(+),8412,no
NC_010354.1,Bovine rhinitis B virus,RNA,linear,"Bovine rhinitis B virus, complete genome",ssRNA(+),7556,no
NC_010415.1,Enterovirus J,RNA,linear,"Enterovirus J strain 1631, complete genome",ssRNA(+),7351,no
NC_010434.1,Lolium latent virus,RNA,linear,"Lolium latent virus, complete genome",ssRNA(+),7674,no
NC_010437.1,Bat coronavirus 1A,ss-RNA,linear,"Bat coronavirus 1A, complete genome",ssRNA(+),28326,no
NC_010438.1,Miniopterus bat coronavirus HKU8,ss-RNA,linear,"Bat coronavirus HKU8, complete genome",ssRNA(+),28773,no
NC_010521.1,Squash vein yellowing virus,ss-RNA,linear,"Squash vein yellowing virus, complete genome",ssRNA(+),9836,no
NC_010538.1,Hop mosaic virus,ss-RNA,linear,"Hop mosaic virus, complete genome",ssRNA(+),8550,no
NC_010624.1,Sapovirus Mc10,ss-RNA,linear,"Sapovirus Mc10, complete genome",ssRNA(+),7458,no
NC_010646.1,Beluga whale coronavirus SW1,RNA,linear,"Beluga Whale coronavirus SW1, complete genome",ssRNA(+),31686,no
NC_010732.1,Tobacco vein distorting virus,RNA,linear,"Tobacco vein distorting virus, complete genome",ssRNA(+),5920,no
NC_010735.1,Verbena virus Y,RNA,linear,"Verbena virus Y, complete genome",ssRNA(+),9742,no
NC_010736.1,Algerian watermelon mosaic virus,ss-RNA,linear,"Algerian watermelon mosaic virus, complete genome",ssRNA(+),9842,no
NC_010800.1,Turkey coronavirus,RNA,linear,"Turkey coronavirus, complete genome",ssRNA(+),27657,no
NC_010806.1,Rose spring dwarf-associated virus,RNA,linear,"Rose spring dwarf-associated virus, complete genome",ssRNA(+),5808,no
NC_010809.1,Melon aphid-borne yellows virus,RNA,linear,"Melon aphid-borne yellows virus, complete genome",ssRNA(+),5674,no
NC_010810.1,Human TMEV-like cardiovirus,ss-RNA,linear,"Human TMEV-like cardiovirus, complete genome",ssRNA(+),7961,no
NC_010832.1,Lettuce virus X,RNA,linear,"Lettuce virus X, complete genome",ssRNA(+),7212,no
NC_010944.1,Brugmansia mild mottle virus,ss-RNA,linear,"Brugmansia mild mottle virus, complete genome",ssRNA(+),6381,no
NC_010954.1,Fritillary virus Y,ss-RNA,linear,"Fritillary virus Y, complete genome",ssRNA(+),9656,no
NC_011050.1,Steller sea lion vesivirus,ss-RNA,linear,"Steller sea lion vesivirus, complete genome",ssRNA(+),8305,no
NC_011086.1,Diascia yellow mottle virus,RNA,linear,"Diascia yellow mottle virus, complete genome",ssRNA(+),6290,no
NC_011106.1,Grapevine virus E,RNA,linear,"Grapevine virus E, complete genome",ssRNA(+),7564,no
NC_011108.1,Cocksfoot mild mosaic virus,RNA,linear,"Cocksfoot mild mosaic virus, complete genome",ssRNA(+),4198,no
NC_011187.1,Sowbane mosaic virus,ss-RNA,linear,"Rubus chlorotic mottle virus, complete genome",ssRNA(+),3983,no
NC_011189.1,Mikania micrantha mosaic virus,RNA,linear,"Mikania micrantha mosaic virus RNA2, complete genome",ssRNA(+),3418,no
NC_011535.1,Grapevine Algerian latent virus,ss-RNA,linear,"Grapevine Algerian latent virus, complete genome",ssRNA(+),4731,no
NC_011536.1,Imperata yellow mottle virus,ss-RNA,linear,"Imperata yellow mottle virus, complete genome",ssRNA(+),4547,no
NC_011537.1,Scrophularia mottle virus,ss-RNA,linear,"Scrophularia mottle virus, complete genome",ssRNA(+),6206,no
NC_011538.1,Nemesia ring necrosis virus,ss-RNA,linear,"Nemesia ring necrosis virus, complete genome",ssRNA(+),6285,no
NC_011539.1,Plantago mottle virus,ss-RNA,linear,"Plantago mottle virus, complete genome",ssRNA(+),6154,no
NC_011540.1,Hippeastrum latent virus,ss-RNA,linear,"Hippeastrum latent virus, complete genome",ssRNA(+),8500,no
NC_011541.1,Narcissus yellow stripe virus,ss-RNA,linear,"Narcissus yellow stripe virus, complete genome",ssRNA(+),9650,no
NC_011543.1,Poinsettia latent virus,ss-RNA,linear,"Poinsettia cryptic virus, complete genome",ssRNA(+),4652,no
NC_011544.1,Hosta virus X,ss-RNA,linear,"Hosta virus X, complete genome",ssRNA(+),6528,no
NC_011549.1,Thrush coronavirus HKU12-600,ss-RNA,linear,"Thrush coronavirus HKU12-600, complete genome",ssRNA(+),26396,no
NC_011550.1,Munia coronavirus HKU13-3514,ss-RNA,linear,"Munia coronavirus HKU13-3514, complete genome",ssRNA(+),26552,no
NC_011553.1,Blackberry chlorotic ringspot virus,ss-RNA,linear,"Blackberry chlorotic ringspot virus RNA1, complete genome",ssRNA(+),3478,no
NC_011559.1,Anagyris vein yellowing virus,ss-RNA,linear,"Anagyris vein yellowing virus, complete genome",ssRNA(+),6151,no
NC_011560.1,Zantedeschia mild mosaic virus,ss-RNA,linear,"Zantedeschia mild mosaic virus, complete genome",ssRNA(+),9973,no
NC_011659.1,Schlumbergera virus X,ss-RNA,linear,"Schlumbergera virus X, complete genome",ssRNA(+),6633,no
NC_011702.1,Grapevine leafroll-associated virus 10,RNA,linear,"Grapevine leafroll-associated virus 10, complete genome, genomic RNA",ssRNA(+),13696,no
NC_011704.1,Rabbit calicivirus Australia 1 MIC-07,RNA,linear,"Rabbit calicivirus Australia 1 MIC-07, complete genome",ssRNA(+),7422,no
NC_011803.1,Cactus mild mottle virus,ss-RNA,linear,"Cactus mild mottle virus, complete genome",ssRNA(+),6449,no
NC_011807.1,Asparagus virus 2,ss-RNA,linear,"Asparagus virus 2 RNA 3, complete genome",ssRNA(+),2307,no
NC_012038.1,Helleborus net necrosis virus,ss-RNA,linear,"Helleborus net necrosis virus, complete genome",ssRNA(+),8542,no
NC_012135.1,Gayfeather mild mottle virus,ss-RNA,linear,"Gayfeather mild mottle virus RNA 2, complete genome",ssRNA(+),2935,no
NC_012210.1,Red clover vein mosaic virus,RNA,linear,"Red clover vein mosaic virus, complete genome",ssRNA(+),8604,no
NC_012211.2,Allium virus X,ss-RNA,linear,"Allium virus X, complete genome",ssRNA(+),7118,no
NC_012212.1,Chaetoceros socialis forma radians RNA virus 1,RNA,linear,"Chaetoceros socialis f. radians RNA virus segment 1, complete genome",ssRNA(+),9467,no
NC_012437.1,Duck astrovirus C-NGB,ss-RNA,linear,"Duck astrovirus C-NGB, complete genome",ssRNA(+),7722,yes
NC_012484.1,Grapevine Syrah virus 1,ss-RNA,linear,"Grapevine Syrah Virus-1, complete genome",ssRNA(+),6506,no
NC_012519.1,African oil palm ringspot virus,ss-RNA,linear,"African oil palm ringspot virus, complete genome",ssRNA(+),7781,no
NC_012561.1,Highlands J virus,ss-RNA,linear,"Highlands J virus, complete genome",ssRNA(+),11526,no
NC_012585.1,Thielaviopsis basicola mitovirus,RNA,linear,"Thielaviopsis basicola mitovirus, complete genome",ssRNA(+),2896,no
NC_012699.1,Calicivirus pig/AB90/CAN,RNA,linear,"Calicivirus pig/AB90/CAN, complete genome",ssRNA(+),6434,no
NC_012798.1,Cosavirus E,ss-RNA,linear,"Human cosavirus E1, complete genome",ssRNA(+),6580,no
NC_012799.1,Triticum mosaic virus,ss-RNA,linear,"Triticum mosaic virus, complete genome",ssRNA(+),10282,no
NC_012801.1,Human cosavirus B,ss-RNA,linear,"Human cosavirus B1, complete genome",ssRNA(+),7205,no
NC_012802.1,Cosavirus D,ss-RNA,linear,"Human cosavirus D1, complete genome",ssRNA(+),7215,no
NC_012812.1,Bovine viral diarrhea virus 3 Th/04_KhonKaen,RNA,linear,"Bovine viral diarrhea virus 3 Th/04_KhonKaen, complete genome",ssRNA(+),12337,no
NC_012869.1,Hydrangea chlorotic mottle virus,RNA,linear,"Hydrangea chlorotic mottle virus, complete genome",ssRNA(+),8433,no
NC_012931.1,Wheat yellow dwarf virus-GPV,ss-RNA,linear,"Wheat yellow dwarf virus-GPV, complete genome",ssRNA(+),5673,no
NC_012936.1,Rat coronavirus Parker,ss-RNA,linear,"Rat coronavirus Parker, complete genome",ssRNA(+),31250,no
NC_012957.1,Salivirus NG-J1,RNA,linear,"Salivirus NG-J1, complete genome",ssRNA(+),7982,no
NC_012986.1,Salivirus A,RNA,linear,"Salivirus A isolate 02394-01, complete genome",ssRNA(+),7989,no
NC_013006.1,Kalanchoe latent virus,RNA,linear,"Kalanchoe latent virus, complete genome",ssRNA(+),8517,no
NC_013007.1,Carrot yellow leaf virus,RNA,linear,"Carrot yellow leaf virus, complete genome",ssRNA(+),16354,no
NC_013060.1,Astrovirus VA1,ss-RNA,linear,"Astrovirus VA1, complete genome",ssRNA(+),6586,no
NC_013075.1,Tomato chocolate spot virus,ss-RNA,linear,"Tomato chocolate spot virus RNA1, complete genome",ssRNA(+),7492,no
NC_013218.1,Turnip ringspot virus,RNA,linear,"Turnip ringspot virus RNA 1, complete genome",ssRNA(+),6082,no
NC_013258.1,Tomato infectious chlorosis virus,ss-RNA,linear,"Tomato infectious chlorosis virus RNA 1, complete genome",ssRNA(+),8271,no
NC_013261.1,Canna yellow streak virus,ss-RNA,linear,"Canna Yellow Streak Virus, complete genome",ssRNA(+),9502,no
NC_013266.1,Melandrium yellow fleck virus,ss-RNA,linear,"Melandrium yellow fleck virus RNA1, complete genome",ssRNA(+),3249,no
NC_013443.1,HMO Astrovirus A,ss-RNA,linear,"HMO Astrovirus A, complete genome",ssRNA(+),6534,no
NC_013447.1,Helicobasidium mompa alphaendornavirus 1,RNA,linear,"Helicobasidium mompa endornavirus 1, complete genome",ssRNA(+),16614,no
NC_013458.1,Barfin flounder nervous necrosis virus,ss-RNA,linear,"Barfin flounder nervous necrosis virus RNA 1, complete genome",ssRNA(+),3101,no
NC_013460.1,Tiger puffer nervous necrosis virus,RNA,linear,"Tiger puffer nervous necrosis virus RNA 1, complete genome",ssRNA(+),3112,no
NC_013527.1,Butterbur mosaic virus,ss-RNA,linear,"Butterbur mosaic virus, complete genome",ssRNA(+),8662,no
NC_013528.1,Fort Morgan virus,ss-RNA,linear,"Fort Morgan virus, complete genome",ssRNA(+),11381,no
NC_013920.1,Olive latent virus 3,RNA,linear,"Olive latent virus 3, complete genome",ssRNA(+),7148,no
NC_014038.1,Sunflower chlorotic mottle virus,ss-RNA,linear,"Sunflower chlorotic mottle virus, complete genome",ssRNA(+),9965,no
NC_014064.1,Freesia mosaic virus,ss-RNA,linear,"Freesia mosaic virus, complete genome",ssRNA(+),9489,no
NC_014126.1,Providence virus,RNA,linear,"Providence virus, complete genome",ssRNA(+),6155,no
NC_014127.1,Chiltepin yellow mosaic virus,RNA,linear,"Chiltepin yellow mosaic virus, complete genome",ssRNA(+),6517,no
NC_014137.1,Slow bee paralysis virus,ss-RNA,linear,"Slow bee paralysis virus, complete genome",ssRNA(+),9505,no
NC_014252.1,Panax virus Y,ss-RNA,linear,"Panax virus Y, complete genome",ssRNA(+),9750,no
NC_014325.1,Bidens mottle virus,ss-RNA,linear,"Bidens mottle virus, complete genome",ssRNA(+),9741,no
NC_014327.1,Pepper yellow mosaic virus,RNA,linear,"Pepper yellow mosaic virus RNA, complete genome, strain: DF",ssRNA(+),9745,no
NC_014411.1,Passerivirus A1,ss-RNA,linear,"Turdivirus 1, complete genome",ssRNA(+),8035,no
NC_014412.1,Oscivirus A1,ss-RNA,linear,"Turdivirus 2, complete genome",ssRNA(+),7641,no
NC_014413.1,Oscivirus A2,ss-RNA,linear,"Turdivirus 3, complete genome",ssRNA(+),7678,no
NC_014470.1,Bat coronavirus BM48-31/BGR/2008,ss-RNA,linear,"Bat coronavirus BM48-31/BGR/2008, complete genome",ssRNA(+),29276,no
NC_014509.2,Velvet tobacco mottle virus,ss-RNA,linear,"Velvet tobacco mottle virus, complete genome",ssRNA(+),4247,no
NC_014536.1,Brugmansia suaveolens mottle virus,ss-RNA,linear,"Brugmansia suaveolens mottle virus, complete genome",ssRNA(+),9870,no
NC_014546.1,Frangipani mosaic virus,ss-RNA,linear,"Frangipani mosaic virus, complete genome",ssRNA(+),6643,no
NC_014790.2,Passion fruit woodiness virus,ss-RNA,linear,"Passion fruit woodiness virus, complete genome",ssRNA(+),9682,no
NC_014793.1,Mud crab virus,ss-RNA,linear,"Mud crab dicistrovirus, complete genome",ssRNA(+),10436,no
NC_014898.1,Lupinus mosaic virus,ss-RNA,linear,"Lupine mosaic virus, complete genome",ssRNA(+),10113,no
NC_014904.1,Tuber aestivum betaendornavirus,RNA,linear,"Tuber aestivum endornavirus, complete genome",ssRNA(+),9760,no
NC_014967.1,Honeysuckle ringspot virus,RNA,linear,"Honeysuckle ringspot virus, complete genome",ssRNA(+),3956,no
NC_014977.1,Penaeus vannamei nodavirus,ss-RNA,linear,"Penaeus vannamei nodavirus RNA-2, complete genome",ssRNA(+),1183,no
NC_015069.1,Santeuil nodavirus,ss-RNA,linear,"Santeuil nodavirus RNA 1, complete genome",ssRNA(+),3628,no
NC_015220.1,Grapevine berry inner necrosis virus,ss-RNA,linear,"Grapevine berry inner necrosis virus, complete genome",ssRNA(+),7241,no
NC_015227.2,Trailing lespedeza virus 1,RNA,linear,"Trailing lespedeza virus 1 isolate 06TGP01091, complete genome",ssRNA(+),3929,no
NC_015229.1,Fig fleck-associated virus,RNA,linear,"Fig fleck-associated virus, complete genome",ssRNA(+),6704,no
NC_015393.1,Celery mosaic virus,ss-RNA,linear,"Celery mosaic virus, complete genome",ssRNA(+),9999,no
NC_015394.2,Hardenbergia mosaic virus,ss-RNA,linear,"Hardenbergia mosaic virus, complete genome",ssRNA(+),9682,no
NC_015395.1,Hardenbergia virus A,RNA,linear,"Hardenbergia virus A, complete genome",ssRNA(+),6942,no
NC_015414.1,Cherry leaf roll virus,ss-RNA,linear,"Cherry leaf roll virus RNA1, complete genome",ssRNA(+),7918,no
NC_015492.1,Grapevine Bulgarian latent virus,RNA,linear,"Grapevine Bulgarian latent virus segment 1, complete genome",ssRNA(+),7452,no
NC_015522.1,Switchgrass mosaic virus,RNA,linear,"Switchgrass mosaic virus, complete genome",ssRNA(+),6423,no
NC_015523.1,Asclepias asymptomatic virus,RNA,linear,"Asclepias asymptomatic virus, complete genome",ssRNA(+),6175,no
NC_015524.1,Bombyx mori Macula-like virus,RNA,linear,"Bombyx mori Macula-like virus, complete genome",ssRNA(+),6519,yes
NC_015552.1,Passion fruit mosaic virus,RNA,linear,"Passion fruit mosaic virus, complete genome",ssRNA(+),6791,no
NC_015626.1,Pigeon picornavirus B,RNA,linear,"Pigeon picornavirus B, complete genome",ssRNA(+),7801,no
NC_015629.1,Tuber aestivum mitovirus,RNA,linear,"Tuber aestivum mitovirus, complete genome",ssRNA(+),3480,no
NC_015706.1,Blackberry virus E,RNA,linear,"Blackberry virus E, complete genome",ssRNA(+),7718,no
NC_015874.1,Nam Dinh virus,RNA,linear,"Nam Dinh virus, complete genome",ssRNA(+),20192,no
NC_015934.1,Bat picornavirus 3,ss-RNA,linear,"Bat picornavirus 3, complete genome",ssRNA(+),7749,no
NC_015935.1,Mouse astrovirus M-52/USA/2008,RNA,linear,"Mouse astrovirus M-52/USA/2008, complete genome",ssRNA(+),6543,no
NC_015936.1,Mouse kobuvirus M-5/USA/2010,RNA,linear,"Mouse kobuvirus M-5/USA/2010, complete genome",ssRNA(+),8198,no
NC_015939.1,Sclerotinia sclerotiorum hypovirus 1,RNA,linear,"Sclerotinia sclerotiorum hypovirus 1, complete genome",ssRNA(+),10438,no
NC_015940.1,Bat picornavirus 1,ss-RNA,linear,"Bat picornavirus 1, complete genome",ssRNA(+),7753,no
NC_015941.1,Bat picornavirus 2,ss-RNA,linear,"Bat picornavirus 2, complete genome",ssRNA(+),7693,no
NC_016003.1,Tamus red mosaic virus,RNA,linear,"Tamus red mosaic virus isolate IT, complete genome",ssRNA(+),6495,no
NC_016033.1,Soybean yellow common mosaic virus,RNA,linear,"Soybean yellow common mosaic virus, complete genome",ssRNA(+),4152,no
NC_016044.1,Chilli ringspot virus,ss-RNA,linear,"Chilli ringspot virus, complete genome",ssRNA(+),9595,no
NC_016080.1,Mirabilis jalapa mottle virus,RNA,linear,"Mirabilis jalapa mottle virus, complete genome",ssRNA(+),8315,no
NC_016081.1,Grapevine leafroll-associated virus 5,RNA,linear,"Grapevine leafroll-associated virus 5, complete genome",ssRNA(+),13384,no
NC_016155.1,Astrovirus MLB2,RNA,linear,"Astrovirus MLB2, complete genome",ssRNA(+),6119,no
NC_016156.1,Feline picornavirus,RNA,linear,"Feline picornavirus, complete genome",ssRNA(+),7391,no
NC_016159.1,Keunjorong mosaic virus,RNA,linear,"Keunjorong mosaic virus isolate Cheongwon, complete genome",ssRNA(+),9626,no
NC_016403.1,Quail picornavirus QPV1/HUN/2010,RNA,linear,"Quail picornavirus QPV1/HUN/2010, complete genome",ssRNA(+),8159,no
NC_016404.1,Actinidia virus B,RNA,linear,"Actinidia virus B, complete genome",ssRNA(+),7488,no
NC_016405.1,Spodoptera exigua iflavirus 1,ss-RNA,linear,"Spodoptera exigua iflavirus 1, complete genome",ssRNA(+),10347,no
NC_016417.1,Grapevine leafroll-associated virus 6,RNA,linear,"Grapevine leafroll-associated virus 6, complete genome",ssRNA(+),13807,no
NC_016440.1,Garlic common latent virus,RNA,linear,"Garlic common latent virus, complete genome",ssRNA(+),8638,no
NC_016441.1,Yambean mosaic virus,ss-RNA,linear,"Yam bean mosaic virus, complete genome",ssRNA(+),9649,no
NC_016442.1,Rattail cactus necrosis-associated virus,RNA,linear,"Rattail cactus necrosis associated virus, complete genome",ssRNA(+),6506,no
NC_016443.1,Chocolate lily virus A,RNA,linear,"Chocolate lily virus A RNA1, complete genome",ssRNA(+),6139,no
NC_016519.1,Clitoria yellow mottle virus,RNA,linear,"Clitoria yellow mottle virus, complete genome",ssRNA(+),6514,no
NC_016648.1,Persea americana alphaendornavirus 1,ds-RNA,linear,"Persea americana endornavirus, complete genome",ssRNA(+),13459,no
NC_016769.1,Porcine kobuvirus SH-W-CHN/2010/China,RNA,linear,"Porcine kobuvirus SH-W-CHN/2010/China, complete genome",ssRNA(+),8210,yes
